ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6
514,50000,1,2,2,23,2,2,2,2,2,2
515,20000,2,2,2,23,0,0,2,0,0,0
516,100000,1,3,1,56,0,0,-1,0,0,0
517,70000,1,3,1,32,0,0,0,0,0,0
518,50000,1,2,1,47,0,0,0,0,0,0
519,10000,2,2,2,22,1,2,0,0,0,0
520,290000,2,1,1,34,0,0,0,0,0,0
521,30000,2,1,1,31,0,0,0,0,0,0
522,410000,2,2,2,27,1,-1,0,0,0,0
523,360000,1,1,2,28,-1,-1,-1,0,0,-1
524,140000,2,2,1,42,0,0,0,0,0,0
525,210000,2,1,2,32,0,0,0,0,0,0
526,220000,2,2,2,27,-1,-1,-1,-1,-1,-1
527,20000,1,2,2,27,1,2,0,0,0,2
528,620000,2,2,1,45,2,2,0,0,0,0
529,360000,1,1,2,26,1,-2,-2,-2,-1,-1
530,20000,2,2,2,21,-1,-1,2,2,-1,-1
531,50000,1,2,2,23,0,0,0,0,0,0
532,50000,1,2,3,30,0,0,0,0,0,0
533,10000,1,2,2,46,0,0,2,2,2,0
534,100000,2,3,1,50,2,0,0,3,3,2
535,50000,1,1,2,26,-2,-2,-2,-2,-2,-2
536,60000,1,2,2,25,-1,-1,0,-1,-1,0
537,440000,2,1,2,35,0,0,0,0,0,0
538,120000,1,2,1,44,0,0,0,0,0,0
539,50000,2,1,2,52,0,0,0,-2,-1,-1
540,110000,2,2,1,40,1,2,2,2,2,2
541,200000,2,1,2,38,-1,-1,-2,-2,-1,-1
542,150000,2,1,2,28,1,-2,-2,-2,-2,-1
543,30000,2,2,1,36,2,3,2,2,0,0
544,100000,2,1,2,24,0,0,0,0,-1,-1
545,360000,2,1,1,34,-1,0,0,-1,0,-1
546,390000,2,1,2,31,0,0,0,0,0,0
547,220000,2,1,1,41,1,-2,-2,-2,-2,-2
548,160000,2,2,2,25,-2,-2,-2,-2,-2,-2
549,230000,2,1,2,28,-1,-1,0,0,0,0
550,120000,1,1,2,27,0,0,0,0,0,0
551,100000,1,3,1,52,0,0,2,2,2,0
552,190000,2,1,2,41,-1,-1,-1,-1,-1,-1
553,50000,1,1,1,56,0,0,0,0,0,0
554,240000,2,1,1,42,1,-1,-1,-2,-2,-2
555,40000,2,2,2,24,-2,-2,-2,-2,-2,-2
556,630000,2,2,1,47,0,0,0,-1,-1,-2
557,160000,2,1,1,33,-2,-2,-2,-2,-2,-2
558,110000,2,2,2,32,0,0,2,2,2,2
559,20000,1,2,2,29,0,0,0,-2,-2,-2
560,210000,2,3,1,53,0,0,0,0,0,0
561,270000,1,1,2,34,-1,-1,0,-1,-1,-1
562,360000,2,2,2,52,-2,-2,-2,-2,-2,-2
563,60000,2,2,1,42,-1,-1,-1,-1,-1,-1
564,360000,1,2,2,38,-1,0,0,0,0,0
565,390000,2,1,2,45,2,2,2,-1,2,2
566,250000,2,3,2,35,-2,-2,-2,-2,-2,-2
567,90000,2,1,2,24,0,0,0,0,0,0
568,360000,1,1,2,28,-1,-1,-1,-1,-1,-1
569,50000,1,3,2,26,0,0,0,0,0,0
570,270000,2,1,1,40,0,0,0,-2,-2,-2
571,200000,2,1,2,29,1,-1,-1,-1,-1,-1
572,50000,2,2,2,23,0,0,0,0,0,0
573,350000,1,1,2,33,-1,-1,-1,-2,-2,-1
574,160000,2,2,2,60,-2,-1,-1,0,-1,-1
575,80000,2,3,1,49,-1,-1,-1,-1,-1,-1
576,290000,1,1,1,53,2,0,0,0,0,0
577,270000,2,1,2,28,-1,-1,-1,0,0,0
578,80000,1,1,2,31,-1,-1,-1,-1,2,-1
579,50000,1,2,2,36,0,0,0,0,0,0
580,30000,1,2,1,35,-2,-1,-1,-1,-1,-2
581,30000,1,2,2,28,1,-1,-1,-2,-2,-2
582,90000,1,2,2,33,-1,0,0,0,0,0
583,160000,1,1,2,26,-1,-1,-1,-1,-1,-1
584,80000,2,3,2,53,0,0,0,0,0,0
585,50000,1,2,2,42,0,0,0,0,0,0
586,20000,2,1,2,25,0,0,0,0,0,2
587,220000,1,1,1,43,1,-2,-2,-2,-2,-2
588,210000,1,3,2,25,-1,-1,2,-1,-1,-1
589,130000,2,2,2,29,0,0,0,0,0,0
590,260000,2,2,1,31,-1,-1,0,0,-1,-1
591,230000,2,1,1,30,0,0,0,-1,0,0
592,160000,1,1,2,34,0,0,0,0,0,0
593,50000,1,1,1,35,0,0,0,0,0,0
594,80000,1,2,1,32,0,0,0,0,0,0
595,110000,1,3,2,46,0,0,0,0,0,0
596,200000,1,1,1,43,0,0,0,0,0,0
597,360000,1,2,2,29,0,0,0,0,0,0
598,210000,2,3,2,31,1,-2,-2,-2,-2,-2
599,80000,2,2,2,24,2,0,0,0,0,0
600,300000,2,2,1,36,-1,-1,2,0,-1,-1
601,310000,2,2,1,43,0,0,0,0,0,0
602,30000,1,3,1,59,-1,-1,-1,-1,-1,-1
603,170000,1,1,1,53,0,0,0,0,0,0
604,140000,2,2,2,28,2,2,2,0,0,2
605,180000,2,2,2,31,1,-2,-2,-2,-2,-2
606,50000,1,1,2,34,1,2,2,2,2,2
607,50000,2,2,1,36,0,0,0,0,0,-2
608,110000,2,1,2,24,0,0,0,0,2,0
609,450000,2,3,1,36,-2,-2,-2,-2,-2,-2
610,200000,2,2,1,34,-1,-1,-1,-1,-1,-1
611,220000,1,1,2,43,0,0,-1,-1,-1,-1
612,360000,2,1,2,29,0,0,-2,-2,-2,-1
613,50000,1,2,1,37,0,0,0,0,0,0
614,40000,1,2,2,23,2,2,0,0,0,0
615,190000,2,2,1,37,1,2,2,2,2,2
616,150000,1,1,2,33,0,0,0,0,0,0
617,200000,2,1,1,37,1,-2,-2,-2,-1,-1
618,270000,2,2,1,56,0,0,0,0,0,0
619,60000,1,1,2,25,0,0,0,0,0,0
620,200000,2,2,1,39,0,0,0,0,0,0
621,150000,2,2,1,39,0,0,0,0,0,0
622,180000,2,2,2,28,-1,-1,-1,-1,-1,-1
623,90000,2,1,2,27,0,0,-2,-2,-2,-2
624,360000,2,2,1,37,1,-2,-2,-2,-1,-1
625,90000,2,1,2,24,-1,-1,-2,-2,-2,-2
626,20000,2,2,2,24,0,0,0,0,2,0
627,70000,1,1,1,46,0,0,0,0,0,0
628,230000,1,1,1,39,-1,-1,-1,-1,-1,-1
629,30000,1,3,1,48,0,0,0,0,0,0
630,200000,2,3,3,45,-1,-1,-1,-1,-1,-1
631,100000,1,3,2,49,-1,-1,-2,-2,-2,-2
632,50000,2,2,2,23,0,0,0,0,0,2
633,20000,2,3,1,25,0,0,0,0,0,-2
634,210000,2,2,1,47,-2,-2,-2,-2,-2,-2
635,110000,1,3,1,56,0,0,0,0,0,0
636,20000,2,3,1,44,-1,-1,-1,-1,-1,-2
637,50000,2,3,1,49,0,0,0,0,0,0
638,50000,1,2,1,41,0,0,0,0,0,0
639,400000,2,1,2,40,-1,-1,-1,-1,-1,0
640,170000,1,2,2,31,0,0,0,0,0,0
641,280000,1,2,1,42,0,0,0,0,0,0
642,130000,2,3,1,28,0,0,0,0,-2,-2
643,210000,2,2,2,32,0,0,0,0,0,0
644,370000,1,2,2,28,0,0,0,0,0,0
645,30000,2,2,1,31,0,0,2,0,0,0
646,150000,1,3,2,39,1,-1,-1,-2,-2,-2
647,60000,1,3,1,31,2,0,0,-2,-2,-2
648,80000,2,2,2,24,0,0,0,0,0,0
649,280000,2,2,1,44,2,2,2,2,2,2
650,20000,2,2,2,46,8,7,6,5,4,3
651,270000,1,1,2,32,-2,-2,-2,-2,-2,-2
652,240000,2,2,2,26,0,0,-1,-1,-1,-1
653,20000,2,1,2,22,0,0,0,0,0,0
654,450000,2,1,1,42,1,-2,-2,-1,-1,-2
655,10000,1,2,2,33,0,0,0,0,0,0
656,280000,1,2,1,39,-2,-2,-2,-2,-2,-2
657,290000,2,3,2,27,0,0,0,0,-1,-1
658,190000,2,1,2,28,0,0,0,0,0,0
659,80000,2,1,2,23,0,0,0,0,0,-1
660,280000,2,2,2,28,-1,2,-1,-1,0,-1
661,160000,2,1,1,33,-2,-2,-2,-2,-2,-2
662,90000,1,2,1,40,0,0,0,-1,-1,-1
663,140000,2,1,2,37,-1,-1,-1,-2,-2,-1
664,50000,1,1,2,22,0,0,0,0,0,-1
665,40000,2,2,1,32,0,0,0,2,2,2
666,130000,2,3,1,43,0,0,0,0,0,0
667,70000,2,3,1,27,0,0,0,0,0,2
668,30000,2,2,1,35,0,0,0,0,0,0
669,100000,2,3,1,35,1,2,2,2,2,2
670,20000,2,1,1,30,2,2,2,0,0,0
671,30000,2,2,2,34,2,-1,2,2,2,2
672,20000,1,2,1,34,0,0,0,0,0,0
673,100000,2,1,2,28,2,0,0,0,0,0
674,30000,1,2,2,25,2,2,7,7,7,6
675,320000,2,1,1,41,0,0,0,0,0,0
676,90000,1,3,2,42,2,2,2,2,2,2
677,190000,1,2,2,40,2,2,2,2,2,2
678,200000,1,1,2,28,0,0,0,0,0,0
679,300000,2,2,2,31,-1,-1,-1,-1,0,-1
680,30000,2,1,2,56,-1,0,0,-2,-2,-2
681,110000,2,2,3,45,0,0,0,0,0,0
682,230000,2,1,2,29,-2,-2,-2,-2,-2,-2
683,230000,2,1,1,35,0,0,0,0,-2,-2
684,310000,2,2,2,28,0,0,0,0,0,0
685,320000,1,1,1,40,0,0,0,0,0,0
686,360000,1,1,1,47,-1,-1,-1,0,-1,-1
687,20000,2,3,1,41,-1,-1,-1,0,0,0
688,170000,2,2,2,27,0,0,0,0,0,0
689,140000,1,1,1,40,0,0,0,0,0,0
690,80000,1,2,2,32,0,0,0,0,0,0
691,150000,1,2,2,35,0,0,0,-1,-1,-1
692,170000,1,2,2,27,-1,2,2,-2,-2,-2
693,200000,2,2,1,29,2,0,0,0,0,0
694,70000,1,1,2,30,0,0,2,0,0,2
695,320000,1,2,1,37,-2,-2,-2,-2,-2,-2
696,150000,2,1,2,29,-2,-2,-2,-2,-2,-2
697,50000,2,1,1,34,0,0,0,-1,0,0
698,90000,2,2,2,34,-1,2,2,-2,-2,-2
699,280000,1,1,1,41,-2,-2,-2,-2,-1,0
700,300000,2,1,2,31,0,0,0,0,2,-1
701,400000,2,2,2,40,-2,-2,-2,-2,-1,-1
702,200000,2,1,1,27,-1,-1,-1,-1,-1,-1
703,10000,2,3,2,22,0,0,0,0,-2,-2
704,50000,2,2,3,30,1,3,2,0,0,0
705,30000,2,2,3,22,1,2,4,3,2,2
706,50000,1,1,2,26,-1,0,0,0,0,0
707,50000,1,2,1,38,1,2,0,0,0,0
708,30000,2,3,1,46,1,2,2,2,2,2
709,20000,1,2,2,24,0,0,-1,2,0,0
710,20000,1,2,2,49,0,0,0,0,0,0
711,50000,1,1,3,49,0,0,0,0,0,0
712,30000,2,2,1,42,0,0,0,0,0,0
713,360000,2,1,1,30,1,2,-1,0,-1,-1
714,170000,1,2,1,42,1,-1,-1,-2,-2,-1
715,400000,2,1,2,31,-2,-2,-2,-2,-2,-2
716,50000,2,2,1,49,0,0,0,0,0,0
717,160000,2,2,2,27,0,0,0,0,0,0
718,70000,2,2,1,33,0,0,0,0,0,0
719,150000,2,1,1,35,1,-2,-2,-2,-2,-2
720,80000,2,2,2,48,0,0,0,0,0,0
721,30000,2,2,2,22,0,0,2,0,0,0
722,10000,1,2,2,22,0,0,0,0,0,0
723,180000,2,1,2,27,1,-1,-1,-1,-1,-1
724,320000,1,1,1,47,-1,-1,-1,-1,-1,-1
725,80000,2,2,2,34,0,0,0,2,2,2
726,10000,1,2,1,45,0,0,0,2,0,0
727,360000,2,2,2,39,-1,-1,-1,0,-1,-1
728,450000,1,2,2,33,-2,-2,-2,-2,-2,-2
729,330000,2,2,2,29,0,0,0,0,-1,-1
730,60000,1,1,2,29,-1,2,-1,-1,2,2
731,50000,2,3,2,26,0,0,0,0,0,0
732,200000,1,2,1,38,0,0,0,0,0,0
733,120000,1,1,2,34,1,2,-1,-1,-2,-2
734,160000,2,1,1,37,-1,-1,-1,-1,-1,-1
735,110000,1,2,1,57,0,0,0,0,0,0
736,70000,2,3,1,50,-2,-2,-1,0,0,0
737,150000,2,3,2,28,0,0,0,0,0,0
738,610000,2,1,2,31,0,0,0,0,0,0
739,110000,2,1,2,25,0,0,0,0,0,0
740,80000,2,2,2,25,2,0,0,2,0,0
741,170000,2,2,1,33,0,0,0,0,0,0
742,110000,2,1,2,30,-1,-1,-1,-1,-2,-2
743,140000,2,1,1,51,0,0,0,0,0,0
744,70000,1,1,2,51,0,0,0,2,0,0
745,260000,2,2,1,46,-2,-2,-2,-2,-2,-2
746,170000,1,3,2,38,0,0,0,0,0,0
747,50000,2,2,1,34,0,0,0,0,0,0
748,300000,2,3,1,34,0,0,0,0,0,0
749,150000,2,1,2,31,2,-1,-1,-1,-1,-1
750,50000,2,2,2,25,8,7,6,5,4,3
751,50000,2,2,1,26,1,-2,-1,0,0,0
752,90000,2,1,2,25,2,0,0,0,0,-1
753,50000,1,2,2,26,0,0,0,0,0,0
754,500000,2,2,2,43,-1,0,0,0,0,0
755,470000,2,2,1,36,-1,0,0,-1,-1,-1
756,230000,1,2,2,58,0,0,0,0,0,0
757,140000,2,2,2,26,0,0,-1,-1,0,0
758,230000,2,2,1,30,2,0,-1,-1,-1,-1
759,420000,2,2,2,31,0,0,0,0,-1,-1
760,30000,2,2,2,24,0,0,0,0,0,0
761,50000,2,2,2,52,1,2,0,0,0,2
762,140000,2,2,2,24,-1,-1,-2,-1,-1,-2
763,260000,2,2,1,35,-1,-1,-1,-1,-1,0
764,90000,2,3,2,29,-1,2,-1,-1,-1,-2
765,240000,2,2,1,33,0,0,0,0,0,0
766,510000,2,1,2,35,-1,0,0,0,0,-1
767,110000,2,2,1,35,0,0,0,0,0,0
768,210000,2,1,2,28,-1,-1,-1,0,0,0
769,220000,1,2,1,40,-1,-1,-2,-2,-2,-2
770,200000,2,1,1,35,-2,-2,-2,-2,-2,-2
771,360000,2,2,2,53,-1,-1,-1,-1,-1,-1
772,260000,1,1,2,44,-1,-1,-1,-1,-1,-1
773,20000,1,2,1,33,0,0,0,0,0,0
774,120000,2,2,1,32,0,0,0,0,0,0
775,50000,2,1,2,33,-1,2,-1,-1,-1,-2
776,60000,2,1,2,26,1,2,0,0,0,0
777,200000,1,1,2,26,-2,-2,-2,-2,-1,-1
778,20000,1,2,2,26,-1,-1,-1,-1,-2,-1
779,50000,2,1,1,32,2,0,0,-1,0,-1
780,50000,2,2,2,31,1,-2,-1,-1,-1,2
781,230000,1,1,2,29,0,0,2,2,2,0
782,50000,1,2,1,27,-1,-1,2,-1,-1,-1
783,100000,2,1,2,28,2,2,2,2,2,2
784,210000,2,1,1,42,1,-2,-1,-1,-2,-2
785,230000,2,2,1,32,0,0,0,0,2,0
786,500000,2,1,2,26,1,-2,-2,-2,-2,-2
787,370000,2,1,2,38,-1,-1,-1,-1,-1,-1
788,230000,2,1,1,35,-1,-1,-1,-1,0,0
789,80000,1,2,2,29,0,0,0,0,0,0
790,60000,2,2,2,29,-1,0,0,0,-2,-2
791,30000,2,2,2,51,1,2,2,0,0,0
792,70000,1,1,2,27,1,-1,-1,-1,-2,-1
793,410000,1,1,2,32,-1,-1,-1,-2,-2,-2
794,280000,2,3,1,40,1,-2,-2,-2,-2,-2
795,50000,2,1,1,34,0,0,0,0,0,0
796,100000,2,2,1,30,0,0,0,0,0,0
797,230000,2,1,2,29,-2,-2,-2,-2,-2,-2
798,50000,2,1,2,22,0,0,0,-1,-1,-2
799,100000,2,1,2,48,2,2,2,2,2,0
800,210000,2,2,1,35,0,0,0,0,0,0
801,400000,1,1,2,37,-1,-1,-1,-1,-2,-1
802,20000,1,2,2,25,4,3,2,0,0,0
803,50000,2,3,1,44,-1,-1,-1,-1,0,0
804,230000,2,1,2,28,-1,-1,-1,-2,-2,-2
805,220000,1,2,2,29,0,0,0,-2,-2,-2
806,300000,2,1,1,36,0,0,0,0,-2,-1
807,80000,2,2,2,23,1,-1,2,-1,-1,-1
808,20000,2,3,2,36,0,0,2,2,2,2
809,190000,2,1,2,26,0,0,0,0,0,2
810,160000,2,2,0,37,0,0,0,0,0,0
811,120000,2,1,3,44,0,0,2,0,0,0
812,700000,2,1,1,39,0,0,0,0,-2,-1
813,140000,2,1,2,24,1,-2,-2,-2,-1,-1
814,300000,2,3,1,29,-1,0,0,0,0,-1
815,120000,1,3,1,33,1,2,2,2,2,2
816,280000,2,2,1,39,0,0,2,0,0,0
817,70000,1,3,1,51,2,2,0,0,0,0
818,20000,2,3,2,24,-1,-1,-1,-1,-1,2
819,150000,2,2,1,45,-1,-1,-1,-1,-1,-1
820,60000,1,1,2,30,0,-1,0,0,0,0
821,200000,2,3,0,51,-1,-1,-1,-1,0,-1
822,50000,2,2,2,24,1,2,0,0,0,0
823,150000,1,2,1,50,-1,0,0,2,0,0
824,20000,2,1,2,22,0,0,0,0,0,0
825,40000,1,1,2,27,0,0,0,0,0,0
826,170000,2,2,2,33,1,-1,-1,-1,-2,-2
827,50000,2,2,1,24,1,2,0,0,0,2
828,10000,1,2,2,37,0,0,0,0,2,2
829,200000,2,2,1,58,-1,-1,-1,-1,-2,-1
830,50000,2,2,1,48,0,-1,-1,0,0,0
831,320000,1,1,2,28,-1,0,0,-1,0,0
832,20000,2,3,1,24,8,7,6,5,4,3
833,470000,2,2,1,27,0,0,0,0,-1,0
834,230000,2,3,2,30,-1,-1,-1,0,0,0
835,20000,2,1,2,23,0,0,0,0,0,-2
836,30000,2,3,2,53,-1,-1,-1,-1,-1,-1
837,80000,2,2,2,23,2,2,2,2,2,2
838,110000,2,2,1,55,0,0,0,0,0,0
839,420000,1,2,1,34,0,0,0,0,0,0
840,500000,1,1,1,43,1,-2,-2,-2,-2,-2
841,80000,2,2,2,22,1,2,0,0,0,0
842,350000,2,2,1,31,0,0,0,0,0,0
843,30000,2,2,1,32,-2,-2,-2,-2,-2,-2
844,110000,2,2,2,33,1,-2,-2,-2,-2,-1
845,500000,1,3,1,39,0,0,0,0,0,0
846,490000,2,1,1,38,-1,-1,-1,-1,-1,0
847,300000,2,2,1,34,-2,-2,-2,-2,-2,-2
848,50000,1,2,3,42,2,0,0,2,0,0
849,150000,1,3,1,37,4,4,4,3,2,0
850,80000,2,3,1,57,-1,2,-1,0,0,0
851,40000,2,2,2,23,0,0,0,2,2,6
852,30000,1,2,2,32,1,2,2,0,0,0
853,50000,1,1,1,37,0,0,-2,-2,-2,-2
854,140000,2,2,2,23,0,0,0,0,0,0
855,50000,2,3,2,49,0,0,0,0,0,0
856,30000,2,2,2,25,-2,-2,-2,-2,-2,-2
857,40000,2,1,2,29,0,0,2,2,2,2
858,100000,2,3,1,43,2,2,2,2,2,2
859,130000,1,2,2,29,0,0,0,0,0,0
860,20000,2,2,2,27,0,0,0,0,0,0
861,50000,1,1,2,26,-2,-2,-2,-2,-2,-2
862,260000,1,1,1,41,-2,-2,-1,0,0,0
863,30000,2,3,2,52,2,2,7,7,7,7
864,10000,2,2,1,31,0,0,0,0,0,0
865,200000,1,1,2,32,0,0,0,0,0,0
866,30000,2,2,1,46,0,0,0,0,0,0
867,180000,2,2,2,35,0,0,0,-2,-2,-2
868,100000,1,1,2,35,0,0,-2,-2,-2,-2
869,140000,2,2,1,39,0,0,0,0,0,0
870,290000,2,2,2,34,0,0,0,0,0,0
871,20000,2,2,3,52,0,0,0,0,0,0
872,80000,2,3,1,40,0,0,0,0,0,0
873,500000,2,3,1,38,-2,-2,-2,-2,-2,-2
874,180000,1,1,1,45,-1,-1,-1,-1,-1,-1
875,20000,2,3,1,40,-1,-1,-1,-1,-1,-1
876,30000,2,2,1,25,0,0,0,0,0,2
877,150000,1,1,2,33,0,0,0,0,0,0
878,280000,2,2,2,27,-1,-1,-1,-1,-1,-1
879,50000,2,2,1,43,0,0,0,-1,0,0
880,20000,2,2,1,43,2,0,0,0,0,2
881,200000,1,1,2,30,-1,-1,-1,0,0,0
882,210000,2,2,1,49,1,-2,-2,-2,-2,-2
883,230000,2,1,2,38,0,0,0,0,0,0
884,50000,1,3,2,57,0,0,0,0,0,0
885,50000,1,3,2,55,0,0,0,0,0,0
886,70000,2,2,2,23,0,0,0,0,0,0
887,310000,1,1,2,30,-2,-2,-2,-2,-2,-2
888,180000,2,2,1,30,-1,-1,-1,-1,-1,-1
889,90000,2,2,2,24,0,0,0,0,0,2
890,390000,1,2,2,28,0,0,0,0,0,0
891,150000,2,3,1,34,-1,-1,-1,-1,-1,-1
892,400000,1,2,2,37,1,1,1,2,0,0
893,80000,2,2,1,32,0,0,0,0,0,-2
894,320000,1,1,2,27,0,0,0,0,0,0
895,240000,2,2,1,37,-1,-1,-2,-2,-2,-2
896,200000,1,1,2,31,-2,-2,-2,-2,-2,-2
897,110000,1,1,3,55,1,2,2,2,3,2
898,170000,2,1,2,28,2,2,2,2,2,2
899,90000,2,3,3,51,0,0,0,0,2,0
900,200000,1,1,1,36,-1,-1,0,-1,-1,-1
901,360000,1,1,2,30,-2,-1,-1,-2,-2,-2
902,140000,2,1,1,36,-1,-1,-2,-1,0,0
903,220000,1,2,2,25,0,0,0,0,0,0
904,100000,1,3,1,50,0,0,-2,-2,-2,-2
905,80000,2,2,2,40,2,0,0,0,2,2
906,30000,2,2,2,27,-1,-1,2,0,-1,2
907,50000,1,1,2,30,2,2,2,-1,2,2
908,120000,2,2,2,26,0,0,0,0,0,0
909,50000,1,1,2,27,0,0,0,0,0,0
910,360000,2,1,2,27,0,-1,0,-1,-1,-1
911,90000,2,1,2,25,2,2,2,2,0,0
912,500000,1,1,2,32,-1,0,0,0,0,0
913,140000,2,3,1,46,0,0,0,0,0,0
914,30000,1,3,1,45,0,0,2,0,0,0
915,70000,1,3,1,30,0,0,0,0,0,0
916,200000,1,1,1,39,-2,-2,-2,-2,-2,-2
917,350000,1,1,1,48,0,0,0,0,0,0
918,120000,1,1,2,32,1,-2,-2,-2,-2,-2
919,240000,1,1,2,46,0,0,0,0,0,0
920,90000,2,1,2,23,0,0,0,0,0,0
921,260000,2,1,2,33,1,-2,-2,-2,-1,-1
922,50000,2,1,2,24,0,0,0,2,0,0
923,110000,1,1,1,40,0,0,0,0,0,0
924,20000,2,1,2,24,-1,-1,2,-1,0,-1
925,30000,2,2,2,24,0,0,0,0,0,0
926,180000,1,1,2,27,-2,-1,2,2,-2,-2
927,20000,1,2,1,46,0,0,0,0,0,0
928,50000,2,2,2,22,0,0,0,0,0,0
929,180000,2,1,2,36,-2,-2,-2,-2,-2,-2
930,200000,1,1,1,34,-2,-2,-2,-2,-2,-2
931,260000,2,2,2,24,0,0,0,0,0,0
932,320000,1,1,1,60,-1,-1,-1,-1,0,-1
933,160000,2,2,2,29,2,2,-1,-1,-1,-1
934,30000,1,2,2,32,2,0,0,2,2,2
935,50000,2,2,1,36,0,0,0,0,0,0
936,50000,1,2,2,30,0,0,0,0,-2,-2
937,90000,2,2,2,29,0,0,0,0,0,0
938,240000,1,1,2,34,1,2,-1,-1,0,-1
939,180000,2,2,1,32,1,2,2,2,0,0
940,200000,2,2,1,32,-1,-1,-1,-1,-1,-1
941,50000,2,1,2,25,0,0,0,0,0,2
942,50000,1,2,1,44,-1,-1,-1,-1,-1,-1
943,330000,2,1,1,37,-1,-1,-1,-1,0,-1
944,80000,2,2,2,24,2,2,5,5,4,3
945,50000,2,2,2,23,-2,-2,-2,-2,-2,-2
946,360000,2,1,2,29,0,0,-1,-1,-1,-1
947,240000,2,2,1,37,0,0,0,0,0,0
948,50000,1,2,1,59,0,0,0,0,0,0
949,470000,1,2,2,33,0,0,0,0,0,0
950,160000,2,3,1,51,-1,2,-1,-1,-1,-1
951,30000,1,1,1,27,-1,0,0,0,0,-2
952,80000,2,2,1,32,0,0,0,0,0,0
953,500000,2,3,2,42,-2,-1,-1,0,0,0
954,180000,1,2,2,39,-1,-1,-1,-1,-1,0
955,110000,2,2,1,46,-1,-1,-1,-1,-1,0
956,160000,1,1,1,41,0,-1,0,0,2,2
957,210000,2,2,2,30,0,0,0,0,0,0
958,200000,2,1,1,34,-1,0,0,-1,0,-1
959,350000,1,1,2,35,-1,-1,-1,0,0,0
960,250000,1,1,2,41,-1,-1,-1,0,-1,-1
961,380000,1,1,2,43,1,2,2,-2,-2,-2
962,30000,1,2,2,47,-1,-1,-1,-1,0,-1
963,200000,1,2,2,31,0,0,0,0,0,0
964,30000,1,2,2,30,-1,0,0,0,0,0
965,50000,1,2,2,24,0,0,-1,-1,0,0
966,500000,1,1,1,36,0,0,0,0,0,0
967,30000,1,1,2,28,1,-2,-1,-1,-1,-2
968,220000,2,1,1,36,-1,-1,0,-1,-1,-1
969,20000,2,2,1,27,0,0,0,-1,0,0
970,180000,2,2,1,32,0,0,0,0,-1,-1
971,300000,1,1,1,42,-1,0,0,-1,0,0
972,130000,2,2,1,33,0,0,0,0,0,0
973,180000,2,3,1,39,2,2,2,2,2,0
974,150000,2,1,3,30,-2,-2,-2,-2,-2,-2
975,140000,1,2,1,30,0,0,0,0,0,0
976,50000,2,2,2,22,0,0,0,0,0,0
977,20000,1,2,2,25,1,2,2,0,0,0
978,180000,1,1,2,28,-1,-1,-1,-1,-1,-1
979,180000,1,2,2,26,0,0,0,0,0,0
980,150000,2,3,1,54,-1,0,0,0,2,0
981,70000,2,1,2,24,0,0,0,0,0,0
982,30000,1,2,2,29,8,7,6,5,4,3
983,500000,1,1,2,36,-2,-2,-2,-2,-2,-2
984,60000,1,3,1,49,0,0,0,0,0,0
985,50000,2,1,2,23,-2,-2,-2,-2,-2,-2
986,130000,1,3,2,43,1,-1,-1,-2,-1,-1
987,260000,2,2,1,33,-2,-2,-2,-1,-1,0
988,380000,1,3,1,53,-2,-2,-2,-2,-2,-2
989,360000,2,2,2,25,2,2,2,2,2,2
990,50000,1,3,1,54,1,2,2,0,0,0
991,50000,2,3,1,39,0,0,2,-1,0,0
992,260000,2,1,1,44,-1,2,2,-1,-1,-2
993,80000,2,2,2,27,0,0,0,0,0,0
994,360000,2,1,2,25,0,0,0,0,0,-2
995,290000,2,1,2,29,1,-2,-2,-2,-2,-2
996,200000,1,1,2,39,-2,-2,-2,-2,-2,-2
997,140000,1,1,1,45,0,0,0,0,2,2
998,360000,1,1,1,38,1,-2,-2,-2,-2,-2
999,50000,2,2,2,23,-1,-1,-1,0,-1,-1
1000,120000,1,2,2,25,2,2,0,0,0,0
1001,100000,1,2,1,29,0,0,0,0,-1,-1
1002,200000,2,2,1,28,0,0,0,0,0,0
1003,90000,2,2,1,40,-1,-1,-1,-1,-1,-1
1004,360000,1,1,2,36,1,-2,-2,-2,-2,-2
1005,150000,2,3,2,30,-2,-2,-2,-2,-2,-2
1006,140000,1,1,2,29,-1,-1,-1,-1,-1,-1
1007,200000,2,2,2,36,-1,-1,-1,-2,-2,-1
1008,170000,2,2,1,37,0,0,0,0,0,0
1009,30000,1,2,2,34,0,0,4,3,2,0
1010,80000,2,1,2,27,0,0,-2,-2,-2,-2
1011,280000,1,1,2,31,0,0,0,0,0,2
1012,410000,2,1,1,31,-1,-1,2,2,-2,-2
1013,450000,1,1,2,38,-1,0,-1,-1,-1,-1
1014,80000,1,2,2,36,0,0,0,0,0,0
1015,360000,1,1,1,46,0,0,0,0,-2,-2
1016,130000,2,1,1,36,0,0,0,0,0,0
1017,160000,2,1,2,26,0,0,0,-1,-1,-1
1018,140000,2,3,2,57,2,0,0,0,0,0
1019,240000,2,3,1,40,1,-2,-1,-1,-1,-1
1020,180000,2,3,0,45,-1,-1,-2,-2,-2,-2
1021,70000,1,1,3,57,0,0,0,0,0,0
1022,150000,2,2,2,25,0,0,0,0,0,0
1023,210000,2,3,1,37,-2,-2,-2,-2,-2,-2
1024,200000,2,1,1,35,-1,0,0,0,0,0
